date,team,home_rating,away_rating
2014-11-22,Wolfsberger AC,-0.05045531521477181,-0.17034292088616532
2014-11-30,Wolfsberger AC,0.02917587149308952,-0.05089614082437334
2014-12-07,Wolfsberger AC,0.058307790379392835,-0.03147486156683779
2014-12-13,Wolfsberger AC,-0.011338647092773144,-0.13594451777508676
2015-02-15,Wolfsberger AC,0.08235902292759334,-0.07347940442817577
2015-02-28,Wolfsberger AC,0.04272461335015324,-0.13293101879433591
2015-03-04,Wolfsberger AC,-0.06187015543173038,-0.202660864648925
2015-03-07,Wolfsberger AC,-0.13531241620616383,-0.31282425581057516
2015-03-14,Wolfsberger AC,-0.041141194523613006,-0.25004344135554124
2015-03-18,Wolfsberger AC,-0.12075957860331894,-0.36947101747510014
2015-03-21,Wolfsberger AC,0.003973485412601951,-0.2863156414644862
2015-04-04,Wolfsberger AC,-0.07321300838427858,-0.402095382159807
2015-04-11,Wolfsberger AC,0.02395227923656139,-0.3373185237459137
2015-04-19,Wolfsberger AC,0.05690283403247361,-0.2878926915520454
2015-04-25,Wolfsberger AC,0.11953606321743698,-0.24613720542873646
2015-05-02,Wolfsberger AC,0.2414991907634923,-0.16482845373136623
2015-05-09,Wolfsberger AC,0.14353659314977557,-0.3117723501519413
2015-05-16,Wolfsberger AC,0.24311623117365772,-0.24538592480268656
2015-05-20,Wolfsberger AC,0.15603818104742395,-0.3760029999920372
2015-05-24,Wolfsberger AC,0.09976495100663478,-0.46041284505322094
2015-05-31,Wolfsberger AC,-0.05368919754941799,-0.5627156107572562
2015-07-26,Wolfsberger AC,-0.1779675555696812,-0.6455678494374317
2015-08-02,Wolfsberger AC,-0.12599621296981203,-0.567610835537628
2015-08-09,Wolfsberger AC,-0.07148432109903996,-0.48584299773146994
2015-08-12,Wolfsberger AC,-0.17946737405743585,-0.5578316997037339
2015-08-15,Wolfsberger AC,-0.10793919074645288,-0.5101462441630786
2015-08-22,Wolfsberger AC,-0.15656480055795335,-0.5830846588803293
2015-08-30,Wolfsberger AC,-0.2796016283728666,-0.6651092107569382
2015-09-12,Wolfsberger AC,-0.30446611609011726,-0.7024059423328141
2015-09-19,Wolfsberger AC,-0.20968267061574875,-0.639216978683235
2015-09-26,Wolfsberger AC,-0.22555742851578997,-0.6630291155332968
2015-10-03,Wolfsberger AC,-0.26537573034910417,-0.6895746500888396
2015-10-18,Wolfsberger AC,-0.1423944419920417,-0.6075871245174645
2015-10-24,Wolfsberger AC,-0.19765670376778,-0.690480517181072
2015-10-31,Wolfsberger AC,-0.23224323784651885,-0.7423603182991803
2015-11-07,Wolfsberger AC,-0.16091866818217304,-0.6948106051896163
2015-11-21,Wolfsberger AC,-0.16343783644237578,-0.6985893575799205
2015-11-28,Wolfsberger AC,-0.014389726810041442,-0.5992239511583642
2015-12-01,Wolfsberger AC,0.06684001008631568,-0.47737934581382857
2015-12-05,Wolfsberger AC,0.19014725928167056,-0.3951745130169253
2015-12-12,Wolfsberger AC,0.16320926898266802,-0.4355814984654291
2016-02-06,Wolfsberger AC,0.08916029905503874,-0.546654953356873
2016-02-13,Wolfsberger AC,0.09627143345787945,-0.5419141970883125
2016-02-20,Wolfsberger AC,0.19920522994267775,-0.4732916660984469
2016-02-27,Wolfsberger AC,0.23015415352955024,-0.4268682807181382
2016-03-01,Wolfsberger AC,0.2726653502413251,-0.3985274829102883
2016-03-05,Wolfsberger AC,0.35628423919531726,-0.27309914947930003
2016-03-12,Wolfsberger AC,0.3985219062673765,-0.24494070476459387
2016-03-19,Wolfsberger AC,0.4330836730906469,-0.19309805452968828
2016-04-02,Wolfsberger AC,0.4643499994279498,-0.17225383697148636
2016-04-09,Wolfsberger AC,0.4770264178869823,-0.16380289133213136
2016-04-16,Wolfsberger AC,0.44414512994638744,-0.21312482324302368
2016-04-23,Wolfsberger AC,0.4965308444065103,-0.1345462515528394
2016-04-30,Wolfsberger AC,0.5805452689563418,-0.07853663518628501
2016-05-07,Wolfsberger AC,0.5931944330036113,-0.05956288911538088
2016-05-11,Wolfsberger AC,0.4797089359235527,-0.13521988716875333
2016-05-15,Wolfsberger AC,0.5170471172849727,-0.07921261512662339
2016-07-23,Wolfsberger AC,0.4652417540684994,-0.15692065995133325
2016-07-30,Wolfsberger AC,0.5334834856888296,-0.05455806252083785
2016-08-06,Wolfsberger AC,0.5614461382865469,-0.03591629412235969
2016-08-13,Wolfsberger AC,0.47214065089557083,-0.16987452520882373
2016-08-21,Wolfsberger AC,0.5132419335964683,-0.14247367007489206
2016-08-27,Wolfsberger AC,0.6651241226152912,-0.04121887739567677
2016-09-10,Wolfsberger AC,0.5768269758498877,-0.17366459754378188
2016-09-17,Wolfsberger AC,0.4944915012174602,-0.22855491396540026
2016-09-24,Wolfsberger AC,0.414063680220332,-0.3491966454610925
2016-10-01,Wolfsberger AC,0.30177840824379853,-0.4240534934454482
2016-10-15,Wolfsberger AC,0.35321206934004873,-0.38976438604794805
2016-10-22,Wolfsberger AC,0.42955519780311735,-0.27524969335334515
2016-10-29,Wolfsberger AC,0.5435355699226849,-0.19926277860696673
2016-11-06,Wolfsberger AC,0.6242376428139712,-0.07820966927003727
2016-11-19,Wolfsberger AC,0.5283004686269275,-0.22211543055060284
2016-11-27,Wolfsberger AC,0.38830724715834336,-0.3154442448629923
2016-11-30,Wolfsberger AC,0.488097416444588,-0.16575899093362537
2016-12-04,Wolfsberger AC,0.3374986714065764,-0.2661581542922997
2016-12-10,Wolfsberger AC,0.3278862063644797,-0.28057685185544484
2016-12-17,Wolfsberger AC,0.2616277222465996,-0.379964578032265
2017-02-11,Wolfsberger AC,0.2874133524209696,-0.36277415791601836
2017-02-18,Wolfsberger AC,0.23161036888737113,-0.44647863321641607
2017-02-25,Wolfsberger AC,0.3132027416142738,-0.39208371806514764
2017-03-04,Wolfsberger AC,0.25659440262191174,-0.42982261072672234
2017-03-11,Wolfsberger AC,0.1776063405153273,-0.5483047038865989
2017-03-18,Wolfsberger AC,0.24470422852769905,-0.5035727785450177
2017-04-01,Wolfsberger AC,0.1522231669638655,-0.642294370890768
2017-04-08,Wolfsberger AC,0.1124506006656206,-0.668809415089598
2017-04-15,Wolfsberger AC,0.032577818992871835,-0.7220579362047639
2017-04-22,Wolfsberger AC,0.07523907364428886,-0.6580660542276384
2017-04-29,Wolfsberger AC,0.033005793261462774,-0.6862215744828558
2017-05-06,Wolfsberger AC,-0.06048656678372742,-0.8264601145506411
2017-05-13,Wolfsberger AC,-0.06296156834768751,-0.8301726168965812
2017-05-20,Wolfsberger AC,0.05330981063169085,-0.7526583642436623
2017-05-25,Wolfsberger AC,0.09557511811215702,-0.689260403022963
2017-05-28,Wolfsberger AC,0.19049703165195025,-0.6259791273297675
2017-07-22,Wolfsberger AC,0.09798229687751779,-0.6876556171793891
2017-07-29,Wolfsberger AC,0.08159433130929548,-0.7122375655317225
2017-08-06,Wolfsberger AC,0.13578636420048767,-0.676109543604261
2017-08-12,Wolfsberger AC,0.1577671771204711,-0.6431383242242859
2017-08-19,Wolfsberger AC,0.2672319417456562,-0.5701618144741625
2017-08-26,Wolfsberger AC,0.29049544768125,-0.5546528105170999
2017-09-09,Wolfsberger AC,0.3575050555586206,-0.454138398701044
2017-09-16,Wolfsberger AC,0.32571706778846504,-0.4753303905478144
2017-09-23,Wolfsberger AC,0.27020386915295397,-0.558600188501081
2017-10-01,Wolfsberger AC,0.32655723633212264,-0.4740701377323279
2017-10-14,Wolfsberger AC,0.25809378493594937,-0.5197124386631101
2017-10-21,Wolfsberger AC,0.24137689679935317,-0.5447877708680045
2017-10-29,Wolfsberger AC,0.12824748540517367,-0.6202073784641241
2017-11-04,Wolfsberger AC,0.17997556593081795,-0.5426152576756577
2017-11-18,Wolfsberger AC,0.16207391339946284,-0.5694677364726903
2017-11-26,Wolfsberger AC,0.09748984778621837,-0.6125237802148533
2017-11-29,Wolfsberger AC,0.03155614340700273,-0.7114243367836768
2017-12-02,Wolfsberger AC,0.07104991161447982,-0.685095157978692
2017-12-10,Wolfsberger AC,0.15882641569710887,-0.6265774885902726
2017-12-16,Wolfsberger AC,0.06309529571745884,-0.7701741685597476
2018-02-03,Wolfsberger AC,0.010438339773943574,-0.8052788058554244
2018-02-10,Wolfsberger AC,0.09749206928843479,-0.6746982115836877
2018-02-17,Wolfsberger AC,-0.02431428792171378,-0.7559024497237867
2018-02-24,Wolfsberger AC,-0.14348657110185975,-0.8353506385105507
2018-03-03,Wolfsberger AC,-0.1966634582346945,-0.9151159692098029
2018-03-10,Wolfsberger AC,-0.32987931489428635,-1.0039265403161974
2018-03-17,Wolfsberger AC,-0.41502514663040896,-1.1316452879203813
2018-03-31,Wolfsberger AC,-0.3657203033566554,-1.057688023009751
2018-04-07,Wolfsberger AC,-0.47262260088372265,-1.128956221361129
2018-04-14,Wolfsberger AC,-0.4492103801599995,-1.0938378902755443
2018-04-21,Wolfsberger AC,-0.32707159412243436,-1.0124120329171675
2018-04-28,Wolfsberger AC,-0.3787786775462433,-1.089972658052881
2018-05-05,Wolfsberger AC,-0.32055921756576516,-1.0026434680821639
2018-05-15,Wolfsberger AC,-0.21635098309183848,-0.9331713117662127
2018-05-20,Wolfsberger AC,-0.11973336618586888,-0.7882448864072583
2018-05-27,Wolfsberger AC,-0.041232998001971125,-0.7359113076179932
2018-07-29,Wolfsberger AC,-0.09977917828260785,-0.8237305780389482
2018-08-05,Wolfsberger AC,-0.008856212057266707,-0.7631152672220541
2018-08-12,Wolfsberger AC,0.06478701896568434,-0.6526504206876276
2018-08-18,Wolfsberger AC,0.17639455026453973,-0.4852391237393445
2018-08-25,Wolfsberger AC,0.2018297343436043,-0.46828233435330147
2018-09-02,Wolfsberger AC,0.14176838605702852,-0.5583743567831652
2018-09-16,Wolfsberger AC,0.24226637859317657,-0.49137569509239976
2018-09-22,Wolfsberger AC,0.3086786114347674,-0.3917573458300136
2018-09-29,Wolfsberger AC,0.18759675809596135,-0.4724785813892176
2018-10-06,Wolfsberger AC,0.08127178787998215,-0.5433618948665371
2018-10-21,Wolfsberger AC,0.10517713571090757,-0.507503873120149
2018-10-28,Wolfsberger AC,0.1842433150292241,-0.45479308690793796
2018-11-04,Wolfsberger AC,0.2582947476080156,-0.34371593803975076
2018-11-11,Wolfsberger AC,0.37986296537969033,-0.2626704595253009
2018-11-24,Wolfsberger AC,0.3312815376652644,-0.29505807800158484
2018-12-02,Wolfsberger AC,0.24705546504478432,-0.421397186932305
2018-12-08,Wolfsberger AC,0.28839871223439245,-0.3938350221392329
2018-12-15,Wolfsberger AC,0.30564586810187855,-0.3679642883380037
2019-02-23,Wolfsberger AC,0.24085492604653014,-0.411158249708236
2019-03-02,Wolfsberger AC,0.18368218053332547,-0.49691736797804303
2019-03-10,Wolfsberger AC,0.21151268269778317,-0.4551716147313565
2019-03-17,Wolfsberger AC,0.14718106256893831,-0.4980593614839197
2019-03-31,Wolfsberger AC,0.02083227847375002,-0.5822918842140452
2019-04-07,Wolfsberger AC,0.1044043846504806,-0.45693372494894935
2019-04-14,Wolfsberger AC,0.054086722015935305,-0.49047883337197956
2019-04-21,Wolfsberger AC,0.1338602417332181,-0.3708185537960554
2019-04-24,Wolfsberger AC,0.1477272970369764,-0.3500179708404179
2019-04-28,Wolfsberger AC,0.27179013867136087,-0.26730940975082823
2019-05-05,Wolfsberger AC,0.19101833944763758,-0.3884671085864132
2019-05-12,Wolfsberger AC,0.3372304432080403,-0.2909923727461447
2019-05-19,Wolfsberger AC,0.2674050190290074,-0.39573050901469403
2019-05-26,Wolfsberger AC,0.3518646378740549,-0.339424096451329
2019-07-27,Wolfsberger AC,0.44557774741556777,-0.1988544321390597
2019-08-04,Wolfsberger AC,0.3524693410003481,-0.2609267030825395
2019-08-10,Wolfsberger AC,0.3052845708696858,-0.331703858278533
2019-08-17,Wolfsberger AC,0.4589642996720088,-0.22925070574365097
2019-08-24,Wolfsberger AC,0.5895714158430548,-0.14217929496295362
2019-08-31,Wolfsberger AC,0.6714470661166154,-0.019365819552612795
2019-09-15,Wolfsberger AC,0.793059460654394,0.061709110139239645
2019-09-22,Wolfsberger AC,0.8695709232607308,0.17647630404874476
2019-09-28,Wolfsberger AC,0.7853860904800384,0.1203530821949498
2019-10-06,Wolfsberger AC,0.9150978401707816,0.20682758198877862
2019-10-20,Wolfsberger AC,0.9458500564877418,0.2529559064642189
2019-10-27,Wolfsberger AC,0.8338489307327858,0.1782884892942482
2019-11-02,Wolfsberger AC,0.9356826565193486,0.3310390779740924
2019-11-10,Wolfsberger AC,0.8148056339644827,0.2504543962708484
2019-11-23,Wolfsberger AC,0.8991378062892843,0.37695265475805073
2019-12-01,Wolfsberger AC,0.8256236844555337,0.2666814720074248
2019-12-07,Wolfsberger AC,0.7127387224749332,0.19142483068702448
2019-12-15,Wolfsberger AC,0.7122884552664893,0.19074942987435875
2020-02-15,Wolfsberger AC,0.8350020437262811,0.2725584888475533
2020-02-22,Wolfsberger AC,0.7412208266348727,0.13188666321044076
2020-03-01,Wolfsberger AC,0.8331273521598649,0.2697464514979292
2020-03-07,Wolfsberger AC,0.8425158012238444,0.2760054175405822
2020-06-03,Wolfsberger AC,0.9012342128867217,0.36408303503489814
2020-06-07,Wolfsberger AC,0.9448411832027328,0.3931543485789055
2020-06-10,Wolfsberger AC,0.8013917435927733,0.29752138883893253
2020-06-14,Wolfsberger AC,0.7703601581910203,0.2509740107363031
2020-06-17,Wolfsberger AC,0.8590617525348402,0.31010840696551634
2020-06-21,Wolfsberger AC,0.9408698057946333,0.43282048685520597
2020-06-24,Wolfsberger AC,1.0317272667653619,0.4933921275023584
2020-06-28,Wolfsberger AC,1.1073938456653163,0.60689199585229
2020-07-02,Wolfsberger AC,1.0567875024029836,0.5309824809587911
2020-07-05,Wolfsberger AC,1.1733503585985152,0.6086910517558122
2020-09-13,Wolfsberger AC,1.079720779474721,0.5462713323399494
2020-09-20,Wolfsberger AC,1.1495653863097048,0.6510382425924252
2020-09-27,Wolfsberger AC,1.0729681145694376,0.5361423349820242
2020-10-03,Wolfsberger AC,0.9312568082624098,0.44166813077733896
2020-10-25,Wolfsberger AC,0.8415044464591835,0.3818332229085215
2020-11-01,Wolfsberger AC,0.8925805159086257,0.45844732708268476
2020-11-21,Wolfsberger AC,0.9572415483358525,0.5554388757235249
2020-11-29,Wolfsberger AC,0.8447996595067683,0.48047761650413545
2020-12-06,Wolfsberger AC,0.7440755855993793,0.32939150564305186
2020-12-13,Wolfsberger AC,0.7644685675358028,0.3429868269340009
2020-12-20,Wolfsberger AC,0.8600088056057976,0.486297184038993
2021-01-17,Wolfsberger AC,0.8189964897643297,0.4589556401446811
2021-01-23,Wolfsberger AC,0.7270997637936204,0.3976911561642082
2021-01-27,Wolfsberger AC,0.5921129707124234,0.30769996077674355
2021-01-31,Wolfsberger AC,0.6541548283979771,0.4007627473050741
2021-02-09,Wolfsberger AC,0.6203106246854829,0.3499964417363329
2021-02-13,Wolfsberger AC,0.5608560162712255,0.3103600361268279
2021-02-21,Wolfsberger AC,0.6148578960027552,0.39136285572412244
2021-02-28,Wolfsberger AC,0.4831161860585833,0.3035350490946745
2021-03-07,Wolfsberger AC,0.5797672086885272,0.4485115830395902
2021-03-14,Wolfsberger AC,0.4443943666929243,0.3582630217091883
2021-03-21,Wolfsberger AC,0.5235516432218947,0.4769989365026438
2021-04-04,Wolfsberger AC,0.3563746845727188,0.3655476307365265
2021-04-11,Wolfsberger AC,0.3225663344141503,0.3148351054986738
2021-04-18,Wolfsberger AC,0.4340510192256072,0.3891582287063117
2021-04-21,Wolfsberger AC,0.4915366694212715,0.4753867039998082
2021-04-25,Wolfsberger AC,0.5300926007068191,0.5010906581901733
2021-04-28,Wolfsberger AC,0.6081838662466021,0.618227556499848
2021-05-09,Wolfsberger AC,0.6750424976736876,0.7185155036404761
2021-05-12,Wolfsberger AC,0.5245458704074725,0.6181844187963327
2021-05-16,Wolfsberger AC,0.47683668049894706,0.5466206339335445
2021-05-22,Wolfsberger AC,0.3576370937782447,0.4671542427864096
2021-05-27,Wolfsberger AC,0.2630727731117039,0.3253077617865984
2021-05-30,Wolfsberger AC,0.17576708952723197,0.2671039727302838
2021-07-25,Wolfsberger AC,0.16303216606088752,0.24800158753076715
2021-08-01,Wolfsberger AC,0.031197167468412612,0.16011158846911722
2021-08-08,Wolfsberger AC,-0.05499466008503871,0.030823847138940236
2021-08-14,Wolfsberger AC,-0.061695382694316285,0.026356698732755188
2021-08-21,Wolfsberger AC,0.07084736588330881,0.1147185311178386
2021-08-28,Wolfsberger AC,0.12513230709397138,0.19614594293383247
2021-09-11,Wolfsberger AC,-0.0025573527600707413,0.11101950303113772
2021-09-18,Wolfsberger AC,-0.014801531104725077,0.09265323551415622
2021-09-25,Wolfsberger AC,-0.0332356727276246,0.08036380776555653
2021-10-02,Wolfsberger AC,0.07218183675601961,0.15064214742131934
2021-10-17,Wolfsberger AC,0.13385047946927378,0.2431451114912006
2021-10-23,Wolfsberger AC,0.2229368471315283,0.30253602326603696
2021-10-31,Wolfsberger AC,0.31936513755511353,0.4471784589014148
2021-11-07,Wolfsberger AC,0.45988918881395063,0.5408611597406395
2021-11-21,Wolfsberger AC,0.35592809357738653,0.3849195168857934
2021-11-27,Wolfsberger AC,0.38744428152227656,0.4321937988031284
2021-12-05,Wolfsberger AC,0.5058835669304944,0.511153322408607
2021-12-11,Wolfsberger AC,0.474638349453306,0.46428549619282444
2022-02-12,Wolfsberger AC,0.4755660044183483,0.464903932836186
2022-02-20,Wolfsberger AC,0.45314191383103936,0.4312677969552226
2022-02-27,Wolfsberger AC,0.4010863400916346,0.3531844363461155
2022-03-06,Wolfsberger AC,0.4901652614642684,0.41257038392787143
2022-03-13,Wolfsberger AC,0.4423954821491626,0.34091571495521267
2022-03-20,Wolfsberger AC,0.3216282126556527,0.2604042019595394
2022-04-03,Wolfsberger AC,0.21243704596500812,0.18761009083244296
2022-04-10,Wolfsberger AC,0.18754268210989125,0.15026854504976767
2022-04-17,Wolfsberger AC,0.09028416534435228,0.08542953387274167
2022-04-24,Wolfsberger AC,0.1448702186731779,0.16730861386598006
2022-04-27,Wolfsberger AC,0.17785578450341416,0.18929899108613757
2022-05-08,Wolfsberger AC,0.10077252196062655,0.07367409727195617
2022-05-15,Wolfsberger AC,0.2007484141210169,0.2236379355125417
2022-05-21,Wolfsberger AC,0.3024426531588088,0.29143409487106964
2022-07-23,Wolfsberger AC,0.35417573138235475,0.32592281368676695
2022-07-30,Wolfsberger AC,0.30978837141532145,0.25934177373621703
2022-08-06,Wolfsberger AC,0.1582983275445097,0.15834841115567586
2022-08-14,Wolfsberger AC,0.22244734139924718,0.25457193193778205
2022-08-21,Wolfsberger AC,0.14080629542245227,0.20014456795325208
2022-08-28,Wolfsberger AC,0.21965489871499044,0.3184174728920593
2022-09-04,Wolfsberger AC,0.12893197835892645,0.2579355259880166
2022-09-10,Wolfsberger AC,0.21411919380409217,0.38571634915576514
2022-09-17,Wolfsberger AC,0.31850508425287616,0.4553069427882878
2022-10-01,Wolfsberger AC,0.3920824967334679,0.5656730615091754
2022-10-09,Wolfsberger AC,0.26691533270785833,0.48222828549210234
2022-10-16,Wolfsberger AC,0.23502001003436848,0.43438530148186755
2022-10-23,Wolfsberger AC,0.11747813126785,0.3560240489708552
2022-10-30,Wolfsberger AC,0.026088801542635848,0.218940054383034
2022-11-05,Wolfsberger AC,0.07418780387338691,0.25100605593686803
2022-11-13,Wolfsberger AC,0.13880556789682846,0.3479327019720303
2023-02-11,Wolfsberger AC,0.05505969282164501,0.29210211858857466
2023-02-18,Wolfsberger AC,0.14426910806786708,0.42591624145790774
2023-02-26,Wolfsberger AC,0.08005747841474642,0.3831084883558273
2023-03-04,Wolfsberger AC,0.003508070258162313,0.26828437612095113
2023-03-12,Wolfsberger AC,-0.09354470875774039,0.20358252344368266
2023-03-19,Wolfsberger AC,-0.11362797090430815,0.173457630223831
2023-04-01,Wolfsberger AC,-0.050494201761639726,0.21554680965227663
2023-04-07,Wolfsberger AC,-0.15200288980167576,0.06328377759222262
2023-04-15,Wolfsberger AC,-0.07033954117080267,0.18577880053853224
2023-04-21,Wolfsberger AC,-0.10857116743202669,0.16029104969771624
2023-04-28,Wolfsberger AC,-0.03575844115956918,0.2695101391064025
2023-05-05,Wolfsberger AC,-0.10723107971100482,0.2218617134054454
2023-05-13,Wolfsberger AC,-0.09356033130957028,0.2309755456730684
2023-05-20,Wolfsberger AC,-0.01821567408058719,0.3439925315165431
2023-05-27,Wolfsberger AC,0.0961999671099367,0.420269625643559
2023-06-02,Wolfsberger AC,0.12493995805985343,0.46337961206843414
2023-06-05,Wolfsberger AC,0.03192444830849771,0.401369272234197
2023-07-29,Wolfsberger AC,0.11605339714420669,0.45745523812466965
2023-08-09,Wolfsberger AC,0.08640949945124873,0.41298939158523273
2023-08-12,Wolfsberger AC,0.055661580291257756,0.3924907788119054
2023-08-20,Wolfsberger AC,0.07808472947015269,0.4261255025802478
2023-08-26,Wolfsberger AC,0.14277635199760133,0.4692532509318802
2023-09-02,Wolfsberger AC,-0.0012773484985490746,0.3732174506011132
2023-09-17,Wolfsberger AC,0.025363031689337723,0.4131780208829434
2023-09-23,Wolfsberger AC,0.044971450861870654,0.44259064964174283
2023-09-30,Wolfsberger AC,0.15469471683350877,0.5157394936228349
2023-10-08,Wolfsberger AC,0.15682916204684022,0.5171624570983892
